epsilon,n_examples,mean_len_ratio,std_len_ratio,mean_token_change,std_token_change,mean_cosine_sim,std_cosine_sim,mean_pii_removal_recall,std_pii_removal_recall,prop_all_pii_removed
10.0,5,1.0294961993610587,0.0460708842816866,0.9297296096303063,0.041091919883289335,0.2755514423585649,0.0687205350527299,1.0,0.0,1.0
50.0,5,1.0164634546658637,0.05096972055347788,0.8307916461647805,0.10141266377449946,0.4439438250130934,0.07217674272218962,0.8666666666666666,0.18257418583505539,0.6
250.0,5,1.026017294454856,0.05211405316311038,0.8828469710490794,0.023133666258071416,0.49058725978080026,0.0751418782738935,0.7333333333333333,0.27888667551135854,0.4
