epsilon,n_examples,mean_len_ratio,std_len_ratio,mean_token_change,std_token_change,mean_cosine_sim,std_cosine_sim
10.0,5,1.0469637379672074,0.01813935837199563,0.9286356297906402,0.06650815442260496,0.2994098697575409,0.0804382728685006
50.0,5,1.037106352568226,0.026803728148213777,0.8493713757668016,0.13246411821629764,0.43664506309346257,0.07258315916139964
250.0,5,1.0384747736208575,0.02755555646127571,0.7752892691991365,0.11285649319977793,0.48875682096816614,0.06520947417457401
