epsilon,n_examples,mean_len_ratio,std_len_ratio,mean_token_change,std_token_change,mean_cosine_sim,std_cosine_sim
10.0,5,1.0177723676202068,0.025813197478417434,0.809901444184231,0.15967331836605422,0.2864138202981253,0.15572487342634342
50.0,5,1.024718876904503,0.04204740986472959,0.7367463367808492,0.15637800690222514,0.3815821461091721,0.16544660890850832
250.0,5,1.0077825116656522,0.09018891574312154,0.6689668723399628,0.12684730993499654,0.45625403726063263,0.19508108752412337
